case_id,case_type,court_name,ipc_section,duration_months,evidence_strength_score,prior_offenses,claimed_amount_inr,predicted_win_probability,case_outcome
CAS-2026-2282,Criminal Breach of Trust,District & Sessions Court,IPC 120B (Criminal Conspiracy),17,0.83,0,4892030,46.3,Settlement Agreed
CAS-2026-2283,Contract Violation,Supreme Court of India,IT Act 66D,37,0.19,0,2719893,84.6,Settlement Agreed
CAS-2026-2284,Property Dispute,Karnataka High Court,IPC 420 (Cheating),6,0.8,1,6802245,57.9,Settlement Agreed
CAS-2026-2285,Contract Violation,Karnataka High Court,IPC 420 (Cheating),19,0.82,0,3891860,62.0,Case Dismissed
CAS-2026-2286,Cheque Bounce u/s 138,Delhi High Court,IPC 420 (Cheating),13,0.53,0,8845662,48.2,Case Dismissed
CAS-2026-2287,Bail Application,Karnataka High Court,NI Act 138 (Cheque Bounce),26,0.15,0,7496526,54.0,Settlement Agreed
CAS-2026-2288,Divorce & Maintenance,Delhi High Court,IPC 120B (Criminal Conspiracy),14,0.26,0,1981986,83.3,Bail Denied
CAS-2026-2289,Property Dispute,Madras High Court,IPC 120B (Criminal Conspiracy),31,0.73,2,1089924,69.7,Bail Granted
CAS-2026-2290,Bail Application,Supreme Court of India,IPC 120B (Criminal Conspiracy),4,0.73,1,2065629,89.0,Case Dismissed
CAS-2026-2291,Property Dispute,Madras High Court,IPC 498A (Cruelty),39,0.9,0,1203248,64.9,Bail Denied
CAS-2026-2292,Cyber Fraud,Karnataka High Court,IPC 120B (Criminal Conspiracy),8,0.62,0,8310125,58.4,Case Dismissed
CAS-2026-2293,Contract Violation,Madras High Court,IPC 498A (Cruelty),25,0.21,1,4363528,62.4,Settlement Agreed
CAS-2026-2294,Criminal Breach of Trust,Madras High Court,IPC 420 (Cheating),13,0.21,0,8315869,80.6,Bail Denied
CAS-2026-2295,Divorce & Maintenance,Madras High Court,IPC 420 (Cheating),32,0.74,3,9518530,72.8,Injunction Issued
CAS-2026-2296,Contract Violation,Karnataka High Court,NI Act 138 (Cheque Bounce),38,0.26,0,8723353,90.2,Bail Granted
CAS-2026-2297,Bail Application,District & Sessions Court,IT Act 66D,38,0.39,0,3683650,75.1,Bail Granted
CAS-2026-2298,Cyber Fraud,Madras High Court,IPC 420 (Cheating),28,0.53,0,2463319,69.7,Case Dismissed
CAS-2026-2299,Cyber Fraud,Delhi High Court,IT Act 66D,30,0.12,3,1918222,84.3,Bail Granted
CAS-2026-2300,Cyber Fraud,Karnataka High Court,IT Act 66D,3,0.32,0,5510687,92.4,Injunction Issued
CAS-2026-2301,Bail Application,Madras High Court,NI Act 138 (Cheque Bounce),28,0.46,0,8299423,62.8,Bail Denied
CAS-2026-2302,Bail Application,District & Sessions Court,IPC 307 (Attempt to Murder),3,0.35,0,663506,57.5,Bail Denied
CAS-2026-2303,Bail Application,Karnataka High Court,IPC 307 (Attempt to Murder),45,0.22,1,7934767,75.8,Settlement Agreed
CAS-2026-2304,Bail Application,Bombay High Court,IPC 379 (Theft),34,0.75,1,9004337,69.9,Bail Denied
CAS-2026-2305,Cyber Fraud,District & Sessions Court,NI Act 138 (Cheque Bounce),16,0.82,0,5572646,94.5,Case Dismissed
CAS-2026-2306,Cyber Fraud,Delhi High Court,IPC 379 (Theft),22,0.33,0,8351043,68.1,Injunction Issued
CAS-2026-2307,Property Dispute,Madras High Court,IPC 379 (Theft),32,0.79,0,5145416,48.7,Settlement Agreed
CAS-2026-2308,Contract Violation,Bombay High Court,IPC 307 (Attempt to Murder),38,0.44,0,5373897,93.9,Case Dismissed
CAS-2026-2309,Divorce & Maintenance,Bombay High Court,NI Act 138 (Cheque Bounce),8,0.55,0,454182,87.2,Case Dismissed
CAS-2026-2310,Criminal Breach of Trust,Karnataka High Court,IPC 307 (Attempt to Murder),8,0.86,0,5242798,53.9,Case Dismissed
CAS-2026-2311,Cyber Fraud,Bombay High Court,IPC 379 (Theft),6,0.77,0,2740955,90.2,Bail Granted
CAS-2026-2312,Criminal Breach of Trust,Delhi High Court,NI Act 138 (Cheque Bounce),14,0.82,0,2598002,62.0,Case Dismissed
CAS-2026-2313,Contract Violation,Delhi High Court,IPC 379 (Theft),32,0.22,0,3016585,63.9,Bail Granted
CAS-2026-2314,Contract Violation,Supreme Court of India,IPC 120B (Criminal Conspiracy),35,0.16,1,1674255,90.3,Bail Denied
CAS-2026-2315,Criminal Breach of Trust,Delhi High Court,IT Act 66D,10,0.9,0,7112022,71.5,Bail Granted
CAS-2026-2316,Cyber Fraud,District & Sessions Court,NI Act 138 (Cheque Bounce),3,0.45,0,3879404,51.9,Case Dismissed
CAS-2026-2317,Criminal Breach of Trust,Bombay High Court,NI Act 138 (Cheque Bounce),12,0.36,0,5647239,63.5,Injunction Issued
CAS-2026-2318,Property Dispute,Delhi High Court,IT Act 66D,31,0.74,0,6010122,81.1,Injunction Issued
CAS-2026-2319,Cheque Bounce u/s 138,Karnataka High Court,IPC 379 (Theft),29,0.84,0,2869785,53.7,Bail Denied
CAS-2026-2320,Cyber Fraud,Supreme Court of India,IPC 120B (Criminal Conspiracy),5,0.87,1,3614078,74.5,Case Dismissed
CAS-2026-2321,Cyber Fraud,Bombay High Court,IPC 498A (Cruelty),25,0.38,0,6063132,79.8,Bail Granted
CAS-2026-2322,Divorce & Maintenance,Supreme Court of India,IT Act 66D,41,0.86,0,2764119,62.2,Injunction Issued
CAS-2026-2323,Bail Application,Bombay High Court,IPC 307 (Attempt to Murder),31,0.14,0,9799755,79.7,Settlement Agreed
CAS-2026-2324,Cheque Bounce u/s 138,Karnataka High Court,IPC 379 (Theft),21,0.14,1,2197951,89.2,Case Dismissed
CAS-2026-2325,Contract Violation,Supreme Court of India,IT Act 66D,20,0.65,0,1679889,68.6,Case Dismissed
CAS-2026-2326,Cyber Fraud,Madras High Court,IT Act 66D,39,0.16,0,9027377,64.1,Settlement Agreed
CAS-2026-2327,Criminal Breach of Trust,District & Sessions Court,NI Act 138 (Cheque Bounce),22,0.39,0,387555,57.6,Injunction Issued
CAS-2026-2328,Cheque Bounce u/s 138,District & Sessions Court,IPC 307 (Attempt to Murder),4,0.7,0,3875944,75.2,Settlement Agreed
CAS-2026-2329,Divorce & Maintenance,Bombay High Court,IPC 307 (Attempt to Murder),13,0.4,3,2844454,89.0,Bail Denied
CAS-2026-2330,Contract Violation,Madras High Court,IPC 307 (Attempt to Murder),45,0.26,1,8896785,61.2,Bail Granted
CAS-2026-2331,Bail Application,Supreme Court of India,IT Act 66D,42,0.35,0,3297418,64.8,Bail Granted
CAS-2026-2332,Bail Application,Madras High Court,IPC 498A (Cruelty),20,0.51,0,2888647,65.3,Injunction Issued
CAS-2026-2333,Divorce & Maintenance,Madras High Court,IPC 420 (Cheating),13,0.52,2,6324898,73.0,Settlement Agreed
CAS-2026-2334,Divorce & Maintenance,Supreme Court of India,IPC 379 (Theft),17,0.8,0,6478384,56.4,Case Dismissed
CAS-2026-2335,Criminal Breach of Trust,Karnataka High Court,IPC 420 (Cheating),36,0.77,0,1670497,86.1,Case Dismissed
CAS-2026-2336,Cyber Fraud,Madras High Court,IT Act 66D,33,0.51,2,834158,59.8,Case Dismissed
CAS-2026-2337,Bail Application,Madras High Court,IPC 420 (Cheating),1,0.85,1,2792205,80.3,Bail Denied
CAS-2026-2338,Contract Violation,Karnataka High Court,IT Act 66D,15,0.2,0,6259729,70.7,Bail Denied
CAS-2026-2339,Cheque Bounce u/s 138,Madras High Court,IPC 420 (Cheating),13,0.33,0,9293839,74.3,Case Dismissed
CAS-2026-2340,Contract Violation,Madras High Court,IPC 307 (Attempt to Murder),17,0.84,0,1522771,54.0,Injunction Issued
CAS-2026-2341,Property Dispute,Madras High Court,IPC 120B (Criminal Conspiracy),24,0.44,1,7045685,81.8,Bail Denied
CAS-2026-2342,Property Dispute,District & Sessions Court,IPC 307 (Attempt to Murder),8,0.97,0,8318616,54.4,Bail Denied
CAS-2026-2343,Divorce & Maintenance,Delhi High Court,IPC 307 (Attempt to Murder),27,0.51,0,7829395,50.7,Bail Granted
CAS-2026-2344,Criminal Breach of Trust,Karnataka High Court,NI Act 138 (Cheque Bounce),45,0.8,0,8376869,72.3,Bail Granted
CAS-2026-2345,Property Dispute,Madras High Court,NI Act 138 (Cheque Bounce),23,0.46,0,2579129,80.5,Injunction Issued
CAS-2026-2346,Bail Application,District & Sessions Court,IPC 420 (Cheating),46,0.48,0,955434,47.5,Bail Denied
CAS-2026-2347,Contract Violation,Karnataka High Court,IT Act 66D,8,0.44,0,408697,48.5,Bail Denied
CAS-2026-2348,Contract Violation,Bombay High Court,IPC 307 (Attempt to Murder),8,0.74,0,3815799,85.1,Settlement Agreed
CAS-2026-2349,Divorce & Maintenance,Bombay High Court,IPC 420 (Cheating),26,0.59,0,4819707,85.5,Injunction Issued
CAS-2026-2350,Cyber Fraud,Madras High Court,NI Act 138 (Cheque Bounce),47,0.94,2,7379074,57.3,Injunction Issued
CAS-2026-2351,Cyber Fraud,District & Sessions Court,IPC 120B (Criminal Conspiracy),13,0.32,0,8561516,75.8,Settlement Agreed
CAS-2026-2352,Cheque Bounce u/s 138,District & Sessions Court,IPC 379 (Theft),39,0.19,1,6132290,67.2,Settlement Agreed
CAS-2026-2353,Divorce & Maintenance,Karnataka High Court,IPC 420 (Cheating),37,0.45,2,4303726,76.6,Bail Granted
CAS-2026-2354,Cheque Bounce u/s 138,Karnataka High Court,IPC 120B (Criminal Conspiracy),28,0.65,0,942606,88.1,Injunction Issued
CAS-2026-2355,Cyber Fraud,District & Sessions Court,IPC 379 (Theft),25,0.87,0,5832452,49.0,Injunction Issued
CAS-2026-2356,Divorce & Maintenance,Karnataka High Court,IPC 498A (Cruelty),16,0.41,2,7477775,83.9,Settlement Agreed
CAS-2026-2357,Divorce & Maintenance,District & Sessions Court,IPC 420 (Cheating),2,0.68,0,3971549,69.7,Case Dismissed
CAS-2026-2358,Divorce & Maintenance,Delhi High Court,IPC 420 (Cheating),18,0.41,0,8939023,73.2,Case Dismissed
CAS-2026-2359,Cyber Fraud,District & Sessions Court,IPC 498A (Cruelty),17,0.65,0,5735312,77.7,Bail Granted
CAS-2026-2360,Cheque Bounce u/s 138,Bombay High Court,IPC 498A (Cruelty),30,0.89,0,7824954,91.1,Case Dismissed
CAS-2026-2361,Cheque Bounce u/s 138,Karnataka High Court,IPC 420 (Cheating),39,0.31,1,3799446,47.8,Case Dismissed
CAS-2026-2362,Divorce & Maintenance,District & Sessions Court,IPC 498A (Cruelty),13,0.46,1,4323138,46.5,Case Dismissed
CAS-2026-2363,Property Dispute,District & Sessions Court,IPC 307 (Attempt to Murder),32,0.98,1,648723,53.9,Bail Denied
CAS-2026-2364,Criminal Breach of Trust,Karnataka High Court,IPC 379 (Theft),29,0.87,0,3332940,94.3,Bail Granted
CAS-2026-2365,Cyber Fraud,Delhi High Court,IPC 379 (Theft),46,0.6,0,4873147,80.8,Settlement Agreed
CAS-2026-2366,Criminal Breach of Trust,Delhi High Court,IPC 379 (Theft),30,0.56,0,8573958,75.7,Case Dismissed
CAS-2026-2367,Criminal Breach of Trust,Karnataka High Court,IPC 307 (Attempt to Murder),18,0.35,0,9597445,47.4,Bail Denied
CAS-2026-2368,Cheque Bounce u/s 138,Supreme Court of India,IT Act 66D,13,0.56,0,9433640,89.0,Case Dismissed
CAS-2026-2369,Cheque Bounce u/s 138,Karnataka High Court,IPC 498A (Cruelty),43,0.85,0,2985579,85.6,Bail Denied
CAS-2026-2370,Property Dispute,Karnataka High Court,IPC 120B (Criminal Conspiracy),21,0.71,0,6012084,78.2,Bail Granted
CAS-2026-2371,Criminal Breach of Trust,Delhi High Court,IPC 498A (Cruelty),30,0.36,0,9180627,62.0,Case Dismissed
CAS-2026-2372,Criminal Breach of Trust,Delhi High Court,IPC 420 (Cheating),21,0.28,0,7455554,48.5,Bail Denied
CAS-2026-2373,Divorce & Maintenance,Karnataka High Court,NI Act 138 (Cheque Bounce),17,0.34,0,1540352,74.0,Injunction Issued
CAS-2026-2374,Cheque Bounce u/s 138,Karnataka High Court,IPC 379 (Theft),40,0.25,0,1977330,81.0,Injunction Issued
CAS-2026-2375,Criminal Breach of Trust,Karnataka High Court,IPC 498A (Cruelty),19,0.19,0,5182070,49.7,Bail Denied
CAS-2026-2376,Contract Violation,Delhi High Court,IPC 120B (Criminal Conspiracy),15,0.47,0,9043742,76.7,Case Dismissed
CAS-2026-2377,Property Dispute,Karnataka High Court,IPC 420 (Cheating),9,0.2,1,5154379,59.3,Case Dismissed
CAS-2026-2378,Contract Violation,Karnataka High Court,IPC 307 (Attempt to Murder),10,0.25,1,7369056,83.2,Bail Granted
CAS-2026-2379,Contract Violation,Madras High Court,IT Act 66D,44,0.59,3,4247036,72.0,Bail Granted
CAS-2026-2380,Cyber Fraud,Supreme Court of India,IPC 307 (Attempt to Murder),31,0.25,0,6308087,51.5,Settlement Agreed
CAS-2026-2381,Cyber Fraud,Bombay High Court,IPC 120B (Criminal Conspiracy),23,0.16,0,1148278,71.3,Bail Granted
CAS-2026-2382,Property Dispute,Supreme Court of India,IPC 420 (Cheating),30,0.38,0,7135483,64.8,Case Dismissed
CAS-2026-2383,Contract Violation,Madras High Court,IPC 379 (Theft),33,0.3,1,223182,54.0,Settlement Agreed
CAS-2026-2384,Criminal Breach of Trust,Bombay High Court,IPC 498A (Cruelty),9,0.56,0,4342895,87.1,Bail Granted
CAS-2026-2385,Cheque Bounce u/s 138,Karnataka High Court,IPC 420 (Cheating),47,0.19,1,7591818,45.6,Bail Denied
CAS-2026-2386,Property Dispute,Madras High Court,IT Act 66D,1,0.77,0,5317975,60.6,Injunction Issued
CAS-2026-2387,Divorce & Maintenance,Karnataka High Court,IPC 307 (Attempt to Murder),44,0.91,2,8572714,45.6,Bail Granted
CAS-2026-2388,Contract Violation,Delhi High Court,IT Act 66D,35,0.76,2,264486,49.8,Bail Granted
CAS-2026-2389,Property Dispute,District & Sessions Court,IT Act 66D,11,0.57,0,3946556,59.9,Bail Denied
CAS-2026-2390,Bail Application,Madras High Court,IPC 120B (Criminal Conspiracy),34,0.87,0,6359225,47.7,Case Dismissed
CAS-2026-2391,Bail Application,Delhi High Court,IPC 120B (Criminal Conspiracy),16,0.72,0,835062,74.8,Bail Denied
CAS-2026-2392,Cyber Fraud,Madras High Court,IPC 498A (Cruelty),9,0.11,0,827468,49.3,Bail Granted
CAS-2026-2393,Cheque Bounce u/s 138,Madras High Court,IPC 120B (Criminal Conspiracy),32,0.45,0,2164618,80.1,Case Dismissed
CAS-2026-2394,Criminal Breach of Trust,Delhi High Court,IPC 120B (Criminal Conspiracy),15,0.86,0,3554707,47.6,Settlement Agreed
CAS-2026-2395,Cheque Bounce u/s 138,Bombay High Court,IPC 420 (Cheating),12,0.41,0,4972587,48.0,Bail Granted
CAS-2026-2396,Cheque Bounce u/s 138,Supreme Court of India,IPC 379 (Theft),33,0.13,0,6384179,60.3,Bail Denied
CAS-2026-2397,Cheque Bounce u/s 138,Karnataka High Court,IPC 498A (Cruelty),45,0.76,0,7014128,89.8,Settlement Agreed
CAS-2026-2398,Cheque Bounce u/s 138,Madras High Court,IPC 420 (Cheating),14,0.81,0,2898658,77.1,Injunction Issued
CAS-2026-2399,Divorce & Maintenance,Karnataka High Court,IPC 379 (Theft),8,0.24,0,7762208,83.5,Settlement Agreed
CAS-2026-2400,Divorce & Maintenance,District & Sessions Court,IT Act 66D,8,0.58,0,1524241,52.1,Bail Denied
CAS-2026-2401,Cyber Fraud,Delhi High Court,IPC 420 (Cheating),27,0.27,1,1002810,86.7,Settlement Agreed
CAS-2026-2402,Property Dispute,Karnataka High Court,NI Act 138 (Cheque Bounce),12,0.74,0,5641543,45.4,Bail Denied
CAS-2026-2403,Bail Application,Delhi High Court,IPC 420 (Cheating),1,0.34,1,3814528,55.7,Bail Granted
CAS-2026-2404,Cheque Bounce u/s 138,Karnataka High Court,IPC 120B (Criminal Conspiracy),43,0.38,0,5269619,75.8,Case Dismissed
CAS-2026-2405,Cyber Fraud,Supreme Court of India,IPC 379 (Theft),40,0.85,0,6495021,63.8,Injunction Issued
CAS-2026-2406,Property Dispute,Supreme Court of India,IPC 498A (Cruelty),42,0.52,0,7061507,94.2,Case Dismissed
CAS-2026-2407,Bail Application,Supreme Court of India,IPC 498A (Cruelty),11,0.7,0,3795611,46.5,Case Dismissed
CAS-2026-2408,Contract Violation,Supreme Court of India,IPC 379 (Theft),39,0.46,0,5531159,94.9,Case Dismissed
CAS-2026-2409,Criminal Breach of Trust,Supreme Court of India,IPC 120B (Criminal Conspiracy),43,0.37,0,9534702,76.2,Bail Denied
CAS-2026-2410,Divorce & Maintenance,Supreme Court of India,IPC 307 (Attempt to Murder),31,0.66,0,3492389,72.9,Bail Denied
CAS-2026-2411,Contract Violation,Delhi High Court,IPC 420 (Cheating),17,0.24,0,3516502,48.0,Injunction Issued
CAS-2026-2412,Bail Application,Madras High Court,IPC 120B (Criminal Conspiracy),33,0.43,0,8451870,58.7,Bail Denied
CAS-2026-2413,Contract Violation,Karnataka High Court,NI Act 138 (Cheque Bounce),32,0.29,1,9242716,91.2,Bail Denied
CAS-2026-2414,Criminal Breach of Trust,Supreme Court of India,IT Act 66D,29,0.72,0,9221486,62.7,Bail Denied
CAS-2026-2415,Cyber Fraud,Delhi High Court,IPC 379 (Theft),21,0.94,0,6325175,78.1,Bail Denied
CAS-2026-2416,Bail Application,Delhi High Court,IPC 420 (Cheating),21,0.99,1,1101622,95.0,Bail Granted
CAS-2026-2417,Contract Violation,Delhi High Court,IPC 498A (Cruelty),40,0.5,0,3346319,58.2,Injunction Issued
CAS-2026-2418,Divorce & Maintenance,Madras High Court,IT Act 66D,23,0.32,1,1736617,73.8,Bail Denied
CAS-2026-2419,Divorce & Maintenance,Karnataka High Court,IPC 307 (Attempt to Murder),6,0.49,0,2566704,79.8,Injunction Issued
CAS-2026-2420,Property Dispute,Madras High Court,NI Act 138 (Cheque Bounce),22,0.85,0,8850519,53.2,Settlement Agreed
CAS-2026-2421,Contract Violation,Bombay High Court,IPC 498A (Cruelty),38,0.28,2,1146251,52.4,Bail Granted
CAS-2026-2422,Cheque Bounce u/s 138,Delhi High Court,IPC 379 (Theft),37,0.95,0,385356,67.8,Bail Denied
CAS-2026-2423,Contract Violation,Bombay High Court,IPC 420 (Cheating),45,0.4,1,3103337,64.3,Bail Granted
CAS-2026-2424,Cyber Fraud,District & Sessions Court,IPC 379 (Theft),8,0.98,0,9657302,80.7,Bail Granted
CAS-2026-2425,Bail Application,Supreme Court of India,IT Act 66D,41,0.85,0,6663484,48.5,Settlement Agreed
CAS-2026-2426,Bail Application,Supreme Court of India,IPC 420 (Cheating),35,0.82,1,8605089,93.6,Injunction Issued
CAS-2026-2427,Cyber Fraud,Madras High Court,IPC 120B (Criminal Conspiracy),11,0.38,0,4362563,45.7,Bail Granted
CAS-2026-2428,Contract Violation,Karnataka High Court,IPC 307 (Attempt to Murder),24,0.11,1,3375654,75.1,Case Dismissed
CAS-2026-2429,Cyber Fraud,Bombay High Court,IPC 120B (Criminal Conspiracy),21,0.44,0,3774777,73.1,Settlement Agreed
CAS-2026-2430,Criminal Breach of Trust,Karnataka High Court,IPC 120B (Criminal Conspiracy),2,0.37,0,6333550,51.7,Case Dismissed
CAS-2026-2431,Cyber Fraud,Madras High Court,IPC 379 (Theft),40,0.13,0,8222734,52.5,Settlement Agreed
CAS-2026-2432,Divorce & Maintenance,Supreme Court of India,IT Act 66D,19,0.55,1,9698821,84.6,Case Dismissed
CAS-2026-2433,Cyber Fraud,Karnataka High Court,IPC 307 (Attempt to Murder),39,0.46,0,6025313,89.4,Case Dismissed
CAS-2026-2434,Bail Application,Karnataka High Court,IPC 420 (Cheating),28,0.66,0,4495102,59.2,Bail Granted
CAS-2026-2435,Divorce & Maintenance,Supreme Court of India,IPC 420 (Cheating),17,0.65,1,8145021,66.9,Bail Granted
CAS-2026-2436,Bail Application,Bombay High Court,NI Act 138 (Cheque Bounce),6,0.21,1,8159562,62.7,Settlement Agreed
CAS-2026-2437,Property Dispute,Supreme Court of India,IPC 498A (Cruelty),19,0.97,0,6924125,48.6,Injunction Issued
CAS-2026-2438,Cheque Bounce u/s 138,Karnataka High Court,NI Act 138 (Cheque Bounce),38,0.27,0,2342019,78.7,Bail Granted
CAS-2026-2439,Bail Application,Bombay High Court,NI Act 138 (Cheque Bounce),28,0.5,0,412051,86.3,Bail Granted
CAS-2026-2440,Divorce & Maintenance,Bombay High Court,IPC 420 (Cheating),2,0.53,0,6270022,60.2,Bail Denied
CAS-2026-2441,Property Dispute,Supreme Court of India,IPC 379 (Theft),38,0.82,0,2891004,94.5,Bail Granted
CAS-2026-2442,Bail Application,Karnataka High Court,IPC 120B (Criminal Conspiracy),37,0.19,0,6362748,48.8,Injunction Issued
CAS-2026-2443,Criminal Breach of Trust,Madras High Court,IT Act 66D,4,0.48,0,3668125,78.1,Bail Denied
CAS-2026-2444,Cyber Fraud,Karnataka High Court,IPC 120B (Criminal Conspiracy),22,0.66,1,6756669,67.4,Case Dismissed
CAS-2026-2445,Cheque Bounce u/s 138,Delhi High Court,IPC 120B (Criminal Conspiracy),26,0.29,1,9642866,67.3,Case Dismissed
CAS-2026-2446,Bail Application,District & Sessions Court,IPC 307 (Attempt to Murder),43,0.66,0,2542905,67.9,Bail Denied
CAS-2026-2447,Property Dispute,Madras High Court,IPC 420 (Cheating),36,0.92,0,9478778,57.9,Bail Denied
CAS-2026-2448,Criminal Breach of Trust,Bombay High Court,IT Act 66D,13,0.99,0,1512210,80.8,Bail Denied
CAS-2026-2449,Contract Violation,Madras High Court,IPC 379 (Theft),32,0.13,0,6125140,81.1,Settlement Agreed
CAS-2026-2450,Property Dispute,Bombay High Court,IPC 307 (Attempt to Murder),17,0.31,1,6462781,59.1,Injunction Issued
CAS-2026-2451,Cyber Fraud,Bombay High Court,IPC 498A (Cruelty),41,0.38,0,3263257,86.8,Injunction Issued
CAS-2026-2452,Property Dispute,Madras High Court,IPC 379 (Theft),36,0.46,0,2774986,60.8,Case Dismissed
CAS-2026-2453,Criminal Breach of Trust,Bombay High Court,NI Act 138 (Cheque Bounce),46,0.32,0,3515814,81.3,Case Dismissed
CAS-2026-2454,Property Dispute,Bombay High Court,IPC 379 (Theft),19,0.28,0,6136860,51.0,Case Dismissed
CAS-2026-2455,Criminal Breach of Trust,Delhi High Court,IPC 379 (Theft),35,0.95,0,2050256,53.4,Bail Granted
CAS-2026-2456,Bail Application,Karnataka High Court,IPC 120B (Criminal Conspiracy),46,0.92,0,2903528,60.8,Case Dismissed
CAS-2026-2457,Criminal Breach of Trust,Karnataka High Court,IPC 379 (Theft),40,0.14,0,5410825,74.7,Bail Denied
CAS-2026-2458,Criminal Breach of Trust,District & Sessions Court,NI Act 138 (Cheque Bounce),28,0.4,0,4354284,77.3,Case Dismissed
CAS-2026-2459,Cheque Bounce u/s 138,District & Sessions Court,NI Act 138 (Cheque Bounce),1,0.46,1,9331822,64.8,Bail Denied
CAS-2026-2460,Criminal Breach of Trust,Delhi High Court,IPC 420 (Cheating),42,0.31,1,265301,48.9,Settlement Agreed
CAS-2026-2461,Criminal Breach of Trust,District & Sessions Court,IPC 379 (Theft),18,0.66,0,4914974,63.7,Bail Granted
CAS-2026-2462,Contract Violation,Madras High Court,IPC 120B (Criminal Conspiracy),40,0.67,0,9590628,79.4,Bail Granted
CAS-2026-2463,Bail Application,Supreme Court of India,IPC 379 (Theft),33,0.86,0,397180,78.5,Injunction Issued
CAS-2026-2464,Cyber Fraud,Supreme Court of India,IPC 498A (Cruelty),12,0.76,0,3505914,53.0,Settlement Agreed
CAS-2026-2465,Cheque Bounce u/s 138,Supreme Court of India,IPC 498A (Cruelty),8,0.58,0,8265786,45.4,Bail Denied
CAS-2026-2466,Contract Violation,Delhi High Court,IPC 120B (Criminal Conspiracy),24,0.68,0,4277927,82.6,Settlement Agreed
CAS-2026-2467,Divorce & Maintenance,Delhi High Court,IPC 420 (Cheating),16,0.34,0,4976831,50.3,Bail Granted
CAS-2026-2468,Bail Application,Bombay High Court,IPC 420 (Cheating),4,0.63,0,5132403,49.1,Bail Denied
CAS-2026-2469,Bail Application,Supreme Court of India,NI Act 138 (Cheque Bounce),38,0.54,0,3329065,45.1,Settlement Agreed
CAS-2026-2470,Divorce & Maintenance,Madras High Court,NI Act 138 (Cheque Bounce),44,0.22,0,687426,66.6,Bail Granted
CAS-2026-2471,Cyber Fraud,District & Sessions Court,IPC 307 (Attempt to Murder),27,0.32,1,3530460,70.2,Bail Denied
CAS-2026-2472,Criminal Breach of Trust,Madras High Court,IPC 120B (Criminal Conspiracy),9,0.36,0,1231614,76.9,Bail Denied
CAS-2026-2473,Contract Violation,District & Sessions Court,IPC 379 (Theft),47,0.92,0,8103029,59.8,Bail Granted
CAS-2026-2474,Property Dispute,Supreme Court of India,IT Act 66D,16,0.31,0,2566507,80.5,Bail Denied
CAS-2026-2475,Cheque Bounce u/s 138,Supreme Court of India,IPC 120B (Criminal Conspiracy),12,0.36,1,5518673,53.5,Bail Granted
CAS-2026-2476,Property Dispute,Supreme Court of India,IPC 307 (Attempt to Murder),31,0.43,1,876385,86.6,Case Dismissed
CAS-2026-2477,Divorce & Maintenance,Delhi High Court,NI Act 138 (Cheque Bounce),24,0.69,1,7564370,73.6,Case Dismissed
CAS-2026-2478,Bail Application,District & Sessions Court,IPC 120B (Criminal Conspiracy),14,0.21,0,9565027,74.2,Bail Denied
CAS-2026-2479,Cyber Fraud,Delhi High Court,IPC 120B (Criminal Conspiracy),45,0.95,0,9495448,55.5,Bail Denied
CAS-2026-2480,Bail Application,Delhi High Court,NI Act 138 (Cheque Bounce),25,0.87,1,9470097,48.7,Bail Granted
CAS-2026-2481,Cheque Bounce u/s 138,Karnataka High Court,IPC 307 (Attempt to Murder),34,0.61,0,4659512,68.2,Bail Denied
CAS-2026-2482,Bail Application,Madras High Court,NI Act 138 (Cheque Bounce),3,0.7,0,6619453,75.8,Injunction Issued
CAS-2026-2483,Bail Application,Madras High Court,IPC 420 (Cheating),24,0.11,1,6946090,49.8,Case Dismissed
CAS-2026-2484,Cheque Bounce u/s 138,Bombay High Court,IPC 379 (Theft),42,0.4,0,8707964,92.5,Bail Denied
CAS-2026-2485,Contract Violation,Delhi High Court,NI Act 138 (Cheque Bounce),9,0.81,0,3095353,94.0,Bail Denied
CAS-2026-2486,Contract Violation,District & Sessions Court,IPC 307 (Attempt to Murder),26,0.17,0,1775255,72.3,Settlement Agreed
CAS-2026-2487,Cheque Bounce u/s 138,Karnataka High Court,IPC 498A (Cruelty),20,0.35,0,8973208,92.5,Bail Denied
CAS-2026-2488,Cyber Fraud,Karnataka High Court,IPC 420 (Cheating),40,0.62,0,9983926,54.0,Injunction Issued
CAS-2026-2489,Divorce & Maintenance,Madras High Court,IPC 498A (Cruelty),10,0.33,0,2008151,46.3,Case Dismissed
CAS-2026-2490,Bail Application,Delhi High Court,IT Act 66D,19,0.93,1,3389363,47.0,Settlement Agreed
CAS-2026-2491,Cyber Fraud,Bombay High Court,NI Act 138 (Cheque Bounce),3,0.22,0,9134839,74.4,Bail Granted
CAS-2026-2492,Bail Application,Delhi High Court,IPC 420 (Cheating),24,0.81,1,9258430,48.1,Bail Granted
CAS-2026-2493,Divorce & Maintenance,Supreme Court of India,IPC 379 (Theft),5,0.55,0,2886202,92.9,Case Dismissed
CAS-2026-2494,Contract Violation,Delhi High Court,NI Act 138 (Cheque Bounce),3,0.77,0,7813409,52.1,Bail Granted
CAS-2026-2495,Cyber Fraud,Supreme Court of India,IPC 379 (Theft),27,0.38,1,4309229,60.2,Injunction Issued
